DateTime, Status, PartCt, PartCon, BL, BLTH, STD, P, TofP, POPS_Flow, PumpFB, LDTemp, LaserFB, LD_Mon, Temp, BatV, Laser_Current, Flow_Set,PumpLife_hrs, BL_Start, TH_Mult, nbins, logmin, logmax, Skip_Save, MinPeakPts,MaxPeakPts, RawPts,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,b37,b38,b39,b40,b41,b42,b43,b44,b45,b46,b47,b48,b49,b50,b51,b52,b53,b54,b55,b56,b57,b58,b59,b60,b61,b62,b63,b64,b65,b66,b67,b68,b69,b70,b71,b72,b73,b74,b75,b76,b77,b78,b79,b80,b81,b82,b83,b84,b85,b86,b87,b88,b89,b90,b91,b92,b93,b94,b95,b96,b97,b98,b99
1636650910.437,1,418,250.15,2160,2187,8.84,871.84,12.86,1.67,303.00,41.24,512.00,1397.00,14.16,13.01,2.87,2.83,320.63,30000,3.0,100,1.75,4.82,0,5,255,512,12,17,13,9,18,11,11,10,3,8,8,7,9,12,12,3,8,9,6,6,6,6,8,3,3,6,5,2,5,4,3,5,0,2,2,3,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650911.437,1,392,171.74,2160,2189,9.57,872.16,12.87,2.28,303.00,41.19,512.00,1397.00,14.43,12.76,2.87,2.83,320.63,30000,3.0,100,1.75,4.82,0,5,255,512,19,10,19,14,18,10,17,7,19,10,10,11,9,11,12,11,6,8,8,2,5,6,9,2,1,9,4,2,4,7,3,6,1,2,3,5,0,2,3,3,3,2,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650912.437,1,429,220.55,2161,2188,8.79,872.48,12.87,1.95,302.00,41.15,511.00,1398.00,14.16,12.78,2.87,2.83,320.63,30000,3.0,100,1.75,4.82,0,5,255,512,15,11,13,14,9,7,19,10,13,9,10,10,6,8,11,10,10,5,6,6,5,3,8,5,0,6,6,10,2,1,4,1,0,5,3,4,1,1,0,1,2,1,1,0,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650913.437,1,399,210.45,2160,2187,9.25,872.97,12.88,1.90,303.00,41.24,514.00,1397.00,14.25,12.78,2.87,2.83,320.63,30000,3.0,100,1.75,4.82,0,5,255,512,15,13,11,14,10,7,18,11,7,11,15,11,17,14,12,8,9,10,9,9,9,3,12,6,3,2,4,2,6,3,0,3,5,3,1,0,3,3,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650914.437,1,430,218.69,2160,2188,9.26,873.29,12.88,1.97,304.00,41.24,513.00,1394.00,14.34,12.84,2.87,2.83,320.63,30000,3.0,100,1.75,4.82,0,5,255,512,19,10,15,14,19,10,9,12,12,8,11,14,7,11,10,9,10,12,8,7,8,8,9,8,3,3,5,6,4,3,4,4,3,5,1,1,4,1,0,3,2,3,1,1,3,0,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650915.436,1,444,212.16,2161,2187,8.59,873.68,12.88,2.09,304.00,41.28,514.00,1393.00,14.25,13.03,2.87,2.83,320.63,30000,3.0,100,1.75,4.82,0,5,255,512,14,8,8,18,22,12,10,11,11,9,11,11,5,11,8,10,5,17,6,11,3,4,5,4,5,5,4,5,4,3,2,5,2,4,1,5,3,4,2,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650916.437,1,437,290.89,2159,2187,9.35,873.95,12.89,1.50,304.00,41.19,514.00,1393.00,14.34,13.01,2.87,2.83,320.63,30000,3.0,100,1.75,4.82,0,5,255,512,16,14,16,11,15,19,17,4,12,6,10,8,8,5,15,5,7,8,7,11,7,5,5,5,2,4,2,5,6,2,3,8,3,3,4,1,1,2,3,2,1,1,1,1,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650917.436,1,423,222.28,2161,2188,9.04,874.25,12.90,1.90,304.00,41.19,512.00,1397.00,14.25,12.88,2.87,2.83,320.63,30000,3.0,100,1.75,4.82,0,5,255,512,15,9,12,12,11,17,20,17,14,8,13,9,11,10,7,9,3,6,7,4,7,9,6,3,3,5,3,1,9,0,2,4,2,3,2,3,3,1,2,1,1,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650918.437,1,440,240.09,2161,2190,9.49,874.81,12.90,1.83,302.00,41.19,513.00,1396.00,14.34,12.74,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,17,10,8,21,16,8,13,6,16,15,11,12,3,11,8,10,7,14,14,6,2,7,7,10,6,4,2,2,6,4,1,3,5,5,4,0,1,2,4,1,1,2,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650919.437,1,444,190.99,2159,2186,9.11,874.96,12.91,2.32,304.00,41.19,511.00,1396.00,14.34,12.42,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,22,17,22,12,17,8,18,8,19,15,7,8,13,16,13,12,6,11,4,3,9,8,3,7,11,9,2,9,3,7,4,2,4,4,3,3,3,4,3,1,3,1,2,2,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650920.437,1,507,254.22,2161,2188,9.10,875.41,12.91,1.99,303.00,41.19,513.00,1396.00,14.25,12.40,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,17,13,11,11,13,13,17,9,11,17,15,7,11,11,9,13,7,5,10,5,6,6,2,4,9,2,1,6,4,4,6,4,4,2,2,2,5,1,2,4,2,5,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650921.437,1,450,152.89,2161,2187,8.60,875.91,12.91,2.94,304.00,41.24,513.00,1396.00,14.25,12.89,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,14,14,11,9,14,13,13,12,15,11,15,8,17,9,10,10,14,9,4,4,10,7,8,4,4,3,6,6,2,2,3,6,3,5,0,3,1,0,0,1,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650922.437,1,432,176.74,2163,2187,8.06,876.16,12.91,2.44,304.00,41.33,515.00,1396.00,14.16,12.79,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,17,17,12,11,13,13,14,15,9,7,16,11,19,11,10,9,11,6,6,3,3,8,7,1,5,5,6,5,2,7,1,6,2,2,4,0,3,2,0,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650923.437,1,433,159.28,2160,2189,9.65,876.53,12.92,2.72,304.00,41.19,512.00,1397.00,14.16,13.18,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,11,12,11,12,13,7,13,8,13,13,11,10,13,16,5,11,5,11,9,9,12,3,11,6,5,3,7,2,6,3,4,4,1,0,2,1,4,1,2,4,2,4,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650924.437,1,443,145.30,2160,2187,8.76,876.88,12.92,3.05,303.00,41.19,513.00,1395.00,14.25,13.26,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,18,17,18,11,11,12,10,6,14,9,16,10,13,7,8,17,8,8,8,7,6,4,4,10,9,3,5,6,7,1,5,3,4,1,2,1,2,1,3,3,1,4,1,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650925.437,1,443,109.84,2161,2188,8.97,877.18,12.93,4.03,304.00,41.19,513.00,1390.00,14.34,13.23,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,12,15,13,16,17,13,15,12,8,4,7,10,8,11,12,14,10,15,11,9,11,4,1,4,4,9,4,6,3,3,2,4,3,2,2,2,4,2,3,3,2,1,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650926.437,1,429,109.42,2162,2189,8.94,877.61,12.93,3.92,304.00,41.28,514.00,1394.00,14.25,13.31,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,13,19,8,9,16,10,15,17,11,9,10,7,10,11,9,7,8,13,8,14,5,11,7,5,6,4,5,2,5,1,2,4,2,4,2,1,3,1,1,2,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650927.437,1,432,100.30,2160,2188,9.40,877.89,12.94,4.31,302.00,41.19,513.00,1393.00,14.34,13.21,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,21,9,19,9,6,8,13,6,11,14,7,12,11,9,8,12,3,7,9,4,9,9,4,4,7,5,1,4,4,6,0,3,3,3,3,3,2,1,4,2,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650928.436,1,412,95.81,2160,2189,9.58,878.33,12.95,4.30,303.00,41.24,510.00,1394.00,14.25,12.91,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,14,21,13,10,17,12,12,6,14,13,14,7,7,16,16,11,9,10,13,7,7,9,7,5,7,12,6,5,3,3,3,4,4,2,2,4,1,0,0,4,2,4,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650929.437,1,481,112.22,2160,2187,8.86,878.66,12.95,4.29,304.00,41.24,512.00,1400.00,14.25,13.00,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,19,13,19,8,19,18,17,5,15,5,4,12,8,13,14,13,7,10,8,9,8,8,6,7,2,7,5,5,4,2,3,1,3,0,4,3,2,2,2,3,1,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650930.438,1,459,101.43,2163,2190,9.18,879.14,12.96,4.53,304.00,41.19,513.00,1396.00,13.98,12.90,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,11,13,19,11,12,20,16,18,15,13,13,7,7,7,5,7,13,8,12,4,9,8,10,1,9,4,4,4,10,6,4,3,3,3,1,2,2,2,3,1,0,1,1,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1636650931.438,1,469,111.25,2162,2189,9.04,879.32,12.96,4.22,304.00,41.19,511.00,1395.00,14.25,12.94,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,21,5,13,18,11,10,21,13,15,10,7,11,11,10,11,5,9,16,6,7,10,4,8,9,6,5,4,7,6,1,1,3,4,3,2,4,4,2,2,4,1,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650932.436,1,428,119.92,2162,2189,9.14,879.85,12.97,3.57,304.00,41.24,512.00,1395.00,14.43,13.26,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,19,12,18,14,16,14,16,15,24,13,12,10,5,12,10,8,11,8,9,13,8,6,7,8,7,7,4,3,5,3,4,2,5,2,1,0,3,1,3,1,1,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650933.437,1,491,128.23,2161,2190,9.64,880.20,12.98,3.83,304.00,41.19,513.00,1396.00,14.16,12.92,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,14,10,19,7,15,8,18,5,6,11,8,14,11,14,5,9,8,4,9,8,8,7,11,3,3,8,6,4,3,7,5,2,3,4,3,2,3,4,2,3,3,1,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650934.437,1,430,145.40,2161,2189,9.43,880.56,12.98,2.96,304.00,41.24,513.00,1397.00,14.16,12.86,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,20,20,15,11,9,14,18,10,6,7,12,10,9,18,9,12,6,9,10,3,9,9,6,3,8,2,2,6,6,3,4,4,2,1,2,1,3,3,6,3,1,4,1,2,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650935.438,1,452,133.20,2160,2186,8.54,880.93,12.99,3.39,304.00,41.19,512.00,1398.00,14.25,12.90,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,16,13,17,13,12,12,10,11,15,11,11,13,9,11,13,13,12,6,6,7,12,5,4,2,8,5,6,2,3,4,6,4,1,2,4,3,3,2,3,1,3,1,2,5,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650936.437,1,444,184.30,2160,2189,9.56,881.41,12.99,2.41,304.00,41.24,514.00,1396.00,14.16,12.79,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,19,14,13,8,12,12,11,7,10,12,12,14,10,14,10,10,8,8,6,4,4,6,5,2,2,3,5,10,2,3,0,4,1,4,3,2,2,1,4,2,0,1,1,1,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650937.437,1,405,203.79,2160,2187,9.02,881.64,13.00,1.99,304.00,41.19,512.00,1396.00,14.43,12.72,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,16,11,13,11,11,16,15,11,8,13,17,8,7,9,10,2,10,7,8,9,8,8,10,6,4,5,3,7,4,4,4,2,4,3,2,2,1,4,6,1,3,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650938.436,1,439,260.53,2160,2187,8.79,882.08,13.00,1.69,304.00,41.19,511.00,1396.00,14.16,13.02,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,21,13,10,20,23,15,21,11,12,10,20,21,11,12,14,11,4,12,8,12,7,4,6,4,3,4,3,7,5,1,3,2,4,2,3,2,1,4,3,1,2,1,3,1,0,0,2,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650939.437,1,478,277.88,2161,2189,9.41,882.42,13.01,1.72,304.00,41.28,512.00,1395.00,14.43,13.20,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,14,13,14,12,13,9,13,13,12,6,12,13,8,9,7,12,5,9,11,7,9,8,10,7,9,6,7,2,2,4,4,7,4,2,1,3,4,2,1,3,1,1,4,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650940.437,1,447,324.92,2161,2189,9.15,882.80,13.02,1.38,302.00,41.19,512.00,1395.00,14.25,13.14,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,17,22,16,12,17,14,19,11,16,14,16,10,12,6,6,10,6,8,11,11,7,7,7,7,6,4,2,6,2,2,6,3,1,2,3,6,3,4,2,1,2,2,1,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650941.437,1,471,296.86,2160,2188,9.07,883.09,13.02,1.59,303.00,41.19,512.00,1396.00,14.96,12.54,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,19,7,12,14,18,14,16,14,20,16,15,11,10,10,11,11,6,8,13,10,10,4,6,9,7,4,2,8,1,6,3,1,6,4,3,4,2,2,4,0,5,2,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650942.437,1,461,207.72,2161,2188,9.09,883.44,13.03,2.22,304.00,41.19,513.00,1397.00,14.43,12.37,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,13,14,24,12,22,12,19,10,9,6,25,14,11,11,4,5,3,6,5,8,9,7,8,4,5,3,4,6,3,2,2,6,0,4,1,1,3,2,2,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650943.437,1,423,160.16,2160,2186,8.48,883.94,13.03,2.64,304.00,41.19,511.00,1399.00,14.43,12.42,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,19,17,12,10,9,15,16,15,11,8,13,15,12,11,10,8,11,7,14,4,9,4,7,3,2,8,4,8,2,2,6,8,1,2,5,1,3,1,1,2,1,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650944.437,1,468,137.63,2163,2190,9.26,884.25,13.04,3.40,303.00,41.24,513.00,1399.00,14.25,12.90,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,17,13,19,17,17,7,16,10,15,8,13,19,13,8,10,5,6,10,5,4,8,6,5,4,4,5,5,5,4,3,0,4,4,2,1,1,1,1,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650945.437,1,424,110.73,2162,2193,10.16,884.64,13.04,3.83,303.00,41.19,511.00,1400.00,14.25,13.16,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,6,15,16,13,12,11,23,8,13,14,13,13,11,10,11,7,3,12,7,11,4,6,7,4,7,3,2,6,2,1,1,5,4,3,4,1,1,1,3,1,2,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650946.437,1,413,107.86,2160,2187,9.04,885.07,13.05,3.83,303.00,41.06,514.00,1396.00,14.43,13.14,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,22,14,24,15,15,14,19,16,20,15,7,9,12,10,9,8,8,8,6,7,8,7,6,9,4,3,7,7,8,3,3,1,8,3,2,1,4,0,1,3,3,3,4,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650947.437,1,501,118.84,2162,2189,9.03,885.33,13.05,4.22,304.00,41.19,513.00,1397.00,14.43,13.22,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,13,17,14,15,12,20,17,12,14,14,14,15,12,11,12,8,7,8,9,12,9,6,7,6,5,2,4,6,2,5,3,3,2,1,4,1,2,2,4,3,1,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650948.437,1,461,104.64,2163,2189,8.54,885.79,13.06,4.41,302.00,41.19,512.00,1395.00,14.52,13.24,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,18,22,15,19,14,8,16,12,16,9,8,12,10,14,11,10,8,9,6,5,12,8,6,9,6,9,5,3,1,3,4,1,2,2,1,2,2,1,3,4,2,1,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650949.436,1,478,118.32,2162,2189,8.93,886.16,13.06,4.04,304.00,41.24,512.00,1397.00,14.34,13.22,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,19,15,21,17,10,9,13,5,10,9,13,16,6,11,11,5,10,11,5,9,8,10,5,7,3,5,7,5,6,5,5,1,3,2,2,6,1,2,2,3,2,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650950.438,1,443,96.99,2162,2192,9.75,886.48,13.07,4.57,302.00,41.24,512.00,1396.00,14.25,13.17,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,11,15,25,10,11,7,11,13,9,8,10,8,11,5,6,7,8,7,10,7,7,10,7,7,6,4,7,4,3,7,4,4,3,1,3,1,3,2,0,3,1,0,2,1,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650951.437,1,409,94.96,2164,2192,9.50,886.90,13.07,4.31,304.00,41.19,512.00,1396.00,14.16,12.95,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,11,7,19,11,15,11,19,13,10,7,17,7,11,12,6,12,10,10,6,10,10,13,6,6,6,3,2,5,6,3,3,3,5,2,3,5,2,3,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650952.437,1,433,109.27,2162,2189,9.11,887.14,13.08,3.96,304.00,41.11,512.00,1394.00,14.25,12.94,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,12,11,24,18,18,15,16,6,16,6,13,7,8,16,8,13,8,9,6,6,5,7,6,6,4,5,3,8,6,4,3,7,1,3,1,3,2,1,2,1,1,3,1,0,1,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650953.437,1,446,117.77,2162,2188,8.47,887.49,13.08,3.79,302.00,41.19,511.00,1399.00,14.16,12.89,2.87,2.83,320.64,30000,3.0,100,1.75,4.82,0,5,255,512,13,13,12,13,11,17,16,14,10,16,8,9,5,8,13,16,8,3,8,10,14,6,5,7,2,6,2,4,5,1,4,7,3,6,2,1,1,5,4,0,4,2,0,0,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636650954.437,1,447,120.96,2162,2191,9.72,888.09,13.09,3.70,304.00,41.15,511.00,1396.00,14.25,12.99,2.87,2.83,320.65,30000,3.0,100,1.75,4.82,0,5,255,512,14,14,15,16,12,10,10,19,16,10,17,17,5,12,8,10,9,13,11,6,4,6,10,4,4,6,5,4,6,5,1,3,2,2,1,1,1,4,2,2,1,1,2,0,3,2,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
